citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,CTCF-Mediated Human 3D Genome Architecture Reveals Chromatin Topology for Transcription.,2026,2015,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Generating specificity in genome regulation through transcription factor sensitivity to chromatin.,2026,2022,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Unveiling Epigenetic Regulatory Elements Associated with Breast Cancer Development.,2026,2025,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Integrative Genomics Viewer (IGV): high-performance genomics data visualization and exploration.,2026,2012,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Neanderthal ancestry drives evolution of lipid catabolism in contemporary Europeans.,2026,2014,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Population growth and earth's human carrying capacity.,2025,1995,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Rapid ecological turnover and its impact on Neanderthal and other human populations.,2025,2007,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Early maximum extent of paleoglaciers from Mediterranean mountains during the last glaciation.,2025,2013,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,On the origin of modern humans: Asian perspectives.,2025,2017,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,"No Reliable Evidence for a Neanderthal-Chatelperronian Association at La Roche-a-Pierrot, Saint-Cesaire.",2025,2018,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Habitat suitability and the genetic structure of human populations during the Last Glacial Maximum (LGM) in Western Euro,2025,2019,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Assessing climatic impact on transition from Neanderthal to anatomically modern human population on Iberian Peninsula: a,2025,2023,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,The earliest evidence for anatomically modern humans in northwestern Europe.,2025,2011,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,"Inbreeding, Allee effects and stochasticity might be sufficient to account for Neanderthal extinction.",2025,2019,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Neanderthal ancestry through time: Insights from genomes of ancient and present-day humans.,2025,2024,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,"Late neandertals in southeastern Iberia: Sima de las Palomas del Cabezo Gordo, Murcia, Spain.",2025,2008,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,"Anatomically modern human in the Chatelperronian hominin collection from the Grotte du Renne (Arcy-sur-Cure, Northeast F",2025,2023,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Ecosystem productivity affected the spatiotemporal disappearance of Neanderthals in Iberia.,2025,2022,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Neanderthal extinction by competitive exclusion.,2025,2008,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Climate deteriorations and Neanderthal demise in interior Iberia.,2025,2018,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Radiocarbon dating casts doubt on the late chronology of the Middle to Upper Palaeolithic transition in southern Iberia.,2025,2013,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Precise dating of the Middle-to-Upper Paleolithic transition in Murcia (Spain) supports late Neandertal persistence in I,2025,2017,unresolved
pmid_41417840,10.1038_nature12886,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2025,2013,exact_pmid
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,"New Neanderthal remains from the Chatelperronian-attributed layer X of the Grotte du Renne (Arcy-sur-Cure, France).",2025,2023,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Chronological reassessment of the Middle to Upper Paleolithic transition and Early Upper Paleolithic cultures in Cantabr,2025,2018,unresolved
pmid_41417840,pmid_21179161,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,The genetic history of Ice Age Europe.,2025,2016,fuzzy_title_0.67
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Transport on fractal river networks: application to migration fronts.,2025,2005,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Late Pleistocene climate drivers of early human migration.,2025,2016,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Human dispersals: mathematical models and the archaeological record.,2025,2009,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Earliest modern human genomes constrain timing of Neanderthal admixture.,2025,2024,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Spatial gradients in Clovis-age radiocarbon dates across North America suggest rapid colonization from the north.,2025,2007,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,No reliable evidence for a very early Aurignacian in Southern Iberia.,2025,2019,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Dating on its own cannot resolve hominin occupation patterns.,2025,2019,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,"Why did modern human populations disperse from Africa ca. 60,000 years ago? A new model.",2025,2006,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,European early modern humans and the fate of the Neandertals.,2025,2007,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,The intrusive nature of the Chatelperronian in the Iberian Peninsula.,2025,2022,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Nobody's land? The oldest evidence of early Upper Paleolithic settlements in inland Iberia.,2025,2024,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,New evidence of early Neanderthal disappearance in the Iberian Peninsula.,2025,2014,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,The timing and spatiotemporal patterning of Neanderthal disappearance.,2025,2014,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,An emerging consensus in palaeoanthropology: demography was the main factor responsible for the disappearance of Neander,2025,2021,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,The early Aurignacian dispersal of modern humans into westernmost Eurasia.,2025,2020,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Genetics and Material Culture Support Repeated Expansions into Paleolithic Eurasia from a Population Hub Out of Africa.,2025,2022,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,An early Aurignacian arrival in southwestern Europe.,2025,2019,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Neandertal evolutionary genetics: mitochondrial DNA data from the iberian peninsula.,2025,2005,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Reconstruction of human dispersal during Aurignacian on pan-European scale.,2025,2024,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,Climate effects on archaic human habitats and species successions.,2025,2022,unresolved
pmid_41417840,,Pathways at the Iberian crossroads: Dynamic modeling of the middle-upper paleolithic transition.,A parsimonious neutral model suggests Neanderthal replacement was determined by migration and random species drift.,2025,2017,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,Evidence for two independent domestications of cattle.,2025,1994,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,Modern taurine cattle descended from small number of near-eastern founders.,2025,2012,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,,2025,,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,,2025,,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,,2025,,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,"On the source and features of the Neolithic domestic animals in the Gansu and Qinghai region, China",2025,2009,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,Zebu cattle are an exclusive legacy of the South Asia neolithic.,2025,2010,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,,2025,,unresolved
pmid_41411435,,Ancient genomes illuminate the origins and dynamic history of East Asian cattle.,,2025,1996,unresolved
